store_id,item_id,promo_start,promo_end,promo_type,discount_depth
S019,I00104,2024-01-01,2024-01-07,TPR,0.3
S019,I00006,2024-01-01,2024-01-07,TPR,0.1
S019,I00197,2024-01-01,2024-01-07,TPR,0.1
S019,I00073,2024-01-01,2024-01-07,Seasonal,0.2
S019,I00212,2024-01-01,2024-01-07,TPR,0.25
S019,I00121,2024-01-01,2024-01-07,Multibuy,0.35
S019,I00161,2024-01-01,2024-01-07,Loyalty,0.2
S019,I00217,2024-01-01,2024-01-07,TPR,0.3
S019,I00007,2024-01-01,2024-01-07,Multibuy,0.15
S019,I00048,2024-01-01,2024-01-07,Loyalty,0.25
S019,I00047,2024-01-01,2024-01-07,TPR,0.15
S019,I00042,2024-01-01,2024-01-07,Loyalty,0.3
S019,I00151,2024-01-01,2024-01-07,Seasonal,0.15
S019,I00076,2024-01-01,2024-01-07,TPR,0.25
S019,I00091,2024-01-01,2024-01-07,TPR,0.2
S019,I00050,2024-01-08,2024-01-14,TPR,0.2
S019,I00183,2024-01-08,2024-01-14,Multibuy,0.1
S019,I00064,2024-01-08,2024-01-14,TPR,0.3
S019,I00011,2024-01-08,2024-01-14,TPR,0.2
S019,I00154,2024-01-08,2024-01-14,TPR,0.2
S019,I00077,2024-01-08,2024-01-14,TPR,0.15
S019,I00021,2024-01-08,2024-01-14,Multibuy,0.1
S019,I00121,2024-01-08,2024-01-14,TPR,0.25
S019,I00072,2024-01-08,2024-01-14,TPR,0.2
S019,I00096,2024-01-08,2024-01-14,TPR,0.2
S019,I00210,2024-01-08,2024-01-14,Multibuy,0.2
S019,I00133,2024-01-08,2024-01-14,TPR,0.25
S019,I00057,2024-01-08,2024-01-14,TPR,0.2
S019,I00142,2024-01-08,2024-01-14,TPR,0.2
S019,I00148,2024-01-08,2024-01-14,TPR,0.35
S019,I00029,2024-01-15,2024-01-21,TPR,0.2
S019,I00057,2024-01-15,2024-01-21,TPR,0.3
S019,I00102,2024-01-15,2024-01-21,Seasonal,0.25
S019,I00007,2024-01-15,2024-01-21,Loyalty,0.3
S019,I00082,2024-01-15,2024-01-21,Loyalty,0.2
S019,I00010,2024-01-15,2024-01-21,Multibuy,0.1
S019,I00123,2024-01-15,2024-01-21,Seasonal,0.35
S019,I00106,2024-01-15,2024-01-21,TPR,0.35
S019,I00058,2024-01-15,2024-01-21,TPR,0.15
S019,I00048,2024-01-15,2024-01-21,Seasonal,0.3
S019,I00101,2024-01-15,2024-01-21,TPR,0.2
S019,I00122,2024-01-15,2024-01-21,Seasonal,0.15
S019,I00016,2024-01-15,2024-01-21,TPR,0.1
S019,I00047,2024-01-15,2024-01-21,Multibuy,0.3
S019,I00112,2024-01-15,2024-01-21,TPR,0.35
S019,I00207,2024-01-22,2024-01-28,TPR,0.2
S019,I00196,2024-01-22,2024-01-28,TPR,0.1
S019,I00044,2024-01-22,2024-01-28,TPR,0.25
S019,I00160,2024-01-22,2024-01-28,Seasonal,0.25
S019,I00194,2024-01-22,2024-01-28,TPR,0.35
S019,I00096,2024-01-22,2024-01-28,Seasonal,0.1
S019,I00107,2024-01-22,2024-01-28,Multibuy,0.35
S019,I00201,2024-01-22,2024-01-28,TPR,0.2
S019,I00188,2024-01-22,2024-01-28,TPR,0.1
S019,I00157,2024-01-22,2024-01-28,TPR,0.25
S019,I00102,2024-01-22,2024-01-28,Loyalty,0.2
S019,I00070,2024-01-22,2024-01-28,TPR,0.1
S019,I00064,2024-01-22,2024-01-28,TPR,0.1
S019,I00002,2024-01-22,2024-01-28,Multibuy,0.35
S019,I00180,2024-01-22,2024-01-28,TPR,0.25
S019,I00145,2024-01-29,2024-02-04,Loyalty,0.3
S019,I00013,2024-01-29,2024-02-04,TPR,0.1
S019,I00212,2024-01-29,2024-02-04,TPR,0.1
S019,I00105,2024-01-29,2024-02-04,Seasonal,0.2
S019,I00163,2024-01-29,2024-02-04,Loyalty,0.1
S019,I00198,2024-01-29,2024-02-04,TPR,0.15
S019,I00097,2024-01-29,2024-02-04,TPR,0.15
S019,I00133,2024-01-29,2024-02-04,TPR,0.2
S019,I00146,2024-01-29,2024-02-04,Loyalty,0.25
S019,I00151,2024-01-29,2024-02-04,TPR,0.15
S019,I00053,2024-01-29,2024-02-04,Loyalty,0.15
S019,I00213,2024-01-29,2024-02-04,TPR,0.2
S019,I00056,2024-01-29,2024-02-04,TPR,0.2
S019,I00036,2024-01-29,2024-02-04,TPR,0.25
S019,I00026,2024-01-29,2024-02-04,TPR,0.1
S019,I00216,2024-02-05,2024-02-11,Loyalty,0.15
S019,I00019,2024-02-05,2024-02-11,Loyalty,0.15
S019,I00030,2024-02-05,2024-02-11,TPR,0.25
S019,I00017,2024-02-05,2024-02-11,Multibuy,0.15
S019,I00138,2024-02-05,2024-02-11,TPR,0.1
S019,I00114,2024-02-05,2024-02-11,TPR,0.2
S019,I00128,2024-02-05,2024-02-11,Loyalty,0.15
S019,I00124,2024-02-05,2024-02-11,Loyalty,0.2
S019,I00067,2024-02-05,2024-02-11,Multibuy,0.25
S019,I00184,2024-02-05,2024-02-11,Loyalty,0.15
S019,I00147,2024-02-05,2024-02-11,TPR,0.3
S019,I00031,2024-02-05,2024-02-11,Loyalty,0.25
S019,I00187,2024-02-05,2024-02-11,Loyalty,0.3
S019,I00115,2024-02-05,2024-02-11,Multibuy,0.2
S019,I00171,2024-02-05,2024-02-11,TPR,0.2
S019,I00043,2024-02-12,2024-02-18,TPR,0.3
S019,I00018,2024-02-12,2024-02-18,Loyalty,0.2
S019,I00163,2024-02-12,2024-02-18,TPR,0.1
S019,I00199,2024-02-12,2024-02-18,Multibuy,0.15
S019,I00160,2024-02-12,2024-02-18,TPR,0.15
S019,I00173,2024-02-12,2024-02-18,Multibuy,0.1
S019,I00211,2024-02-12,2024-02-18,TPR,0.15
S019,I00076,2024-02-12,2024-02-18,Loyalty,0.1
S019,I00010,2024-02-12,2024-02-18,TPR,0.25
S019,I00159,2024-02-12,2024-02-18,TPR,0.15
S019,I00078,2024-02-12,2024-02-18,Loyalty,0.15
S019,I00025,2024-02-12,2024-02-18,TPR,0.1
S019,I00053,2024-02-12,2024-02-18,TPR,0.3
S019,I00196,2024-02-12,2024-02-18,TPR,0.35
S019,I00198,2024-02-12,2024-02-18,TPR,0.15
S019,I00069,2024-02-19,2024-02-25,TPR,0.1
S019,I00087,2024-02-19,2024-02-25,Seasonal,0.2
S019,I00091,2024-02-19,2024-02-25,Multibuy,0.25
S019,I00110,2024-02-19,2024-02-25,Multibuy,0.3
S019,I00192,2024-02-19,2024-02-25,TPR,0.35
S019,I00143,2024-02-19,2024-02-25,TPR,0.1
S019,I00200,2024-02-19,2024-02-25,Multibuy,0.1
S019,I00130,2024-02-19,2024-02-25,TPR,0.15
S019,I00121,2024-02-19,2024-02-25,Seasonal,0.35
S019,I00030,2024-02-19,2024-02-25,TPR,0.35
S019,I00036,2024-02-19,2024-02-25,TPR,0.2
S019,I00168,2024-02-19,2024-02-25,TPR,0.25
S019,I00090,2024-02-19,2024-02-25,TPR,0.2
S019,I00063,2024-02-19,2024-02-25,TPR,0.3
S019,I00111,2024-02-19,2024-02-25,Loyalty,0.1
S019,I00103,2024-02-26,2024-03-03,Seasonal,0.3
S019,I00159,2024-02-26,2024-03-03,Multibuy,0.1
S019,I00171,2024-02-26,2024-03-03,Multibuy,0.2
S019,I00062,2024-02-26,2024-03-03,TPR,0.3
S019,I00053,2024-02-26,2024-03-03,TPR,0.25
S019,I00016,2024-02-26,2024-03-03,TPR,0.1
S019,I00147,2024-02-26,2024-03-03,TPR,0.35
S019,I00186,2024-02-26,2024-03-03,TPR,0.3
S019,I00059,2024-02-26,2024-03-03,Seasonal,0.1
S019,I00100,2024-02-26,2024-03-03,Loyalty,0.2
S019,I00028,2024-02-26,2024-03-03,TPR,0.25
S019,I00122,2024-02-26,2024-03-03,TPR,0.2
S019,I00042,2024-02-26,2024-03-03,TPR,0.15
S019,I00096,2024-02-26,2024-03-03,Seasonal,0.3
S019,I00167,2024-02-26,2024-03-03,TPR,0.15
S019,I00014,2024-03-04,2024-03-10,TPR,0.25
S019,I00011,2024-03-04,2024-03-10,TPR,0.3
S019,I00082,2024-03-04,2024-03-10,Loyalty,0.2
S019,I00147,2024-03-04,2024-03-10,Seasonal,0.2
S019,I00064,2024-03-04,2024-03-10,Multibuy,0.1
S019,I00209,2024-03-04,2024-03-10,Multibuy,0.2
S019,I00027,2024-03-04,2024-03-10,TPR,0.25
S019,I00017,2024-03-04,2024-03-10,TPR,0.1
S019,I00115,2024-03-04,2024-03-10,Loyalty,0.15
S019,I00125,2024-03-04,2024-03-10,TPR,0.2
S019,I00009,2024-03-04,2024-03-10,Multibuy,0.25
S019,I00090,2024-03-04,2024-03-10,TPR,0.15
S019,I00173,2024-03-04,2024-03-10,Loyalty,0.35
S019,I00151,2024-03-04,2024-03-10,Multibuy,0.3
S019,I00095,2024-03-04,2024-03-10,TPR,0.2
S019,I00066,2024-03-11,2024-03-17,Multibuy,0.15
S019,I00018,2024-03-11,2024-03-17,Seasonal,0.3
S019,I00122,2024-03-11,2024-03-17,TPR,0.1
S019,I00121,2024-03-11,2024-03-17,Multibuy,0.25
S019,I00124,2024-03-11,2024-03-17,TPR,0.1
S019,I00106,2024-03-11,2024-03-17,TPR,0.3
S019,I00173,2024-03-11,2024-03-17,TPR,0.25
S019,I00184,2024-03-11,2024-03-17,TPR,0.3
S019,I00136,2024-03-11,2024-03-17,TPR,0.35
S019,I00014,2024-03-11,2024-03-17,Loyalty,0.3
S019,I00061,2024-03-11,2024-03-17,TPR,0.15
S019,I00104,2024-03-11,2024-03-17,TPR,0.25
S019,I00024,2024-03-11,2024-03-17,Loyalty,0.35
S019,I00148,2024-03-11,2024-03-17,Seasonal,0.15
S019,I00084,2024-03-11,2024-03-17,TPR,0.15
S019,I00165,2024-03-18,2024-03-24,TPR,0.2
S019,I00132,2024-03-18,2024-03-24,TPR,0.1
S019,I00156,2024-03-18,2024-03-24,Loyalty,0.3
S019,I00142,2024-03-18,2024-03-24,TPR,0.25
S019,I00074,2024-03-18,2024-03-24,TPR,0.15
S019,I00163,2024-03-18,2024-03-24,Loyalty,0.2
S019,I00096,2024-03-18,2024-03-24,TPR,0.25
S019,I00069,2024-03-18,2024-03-24,Multibuy,0.25
S019,I00066,2024-03-18,2024-03-24,TPR,0.3
S019,I00186,2024-03-18,2024-03-24,Seasonal,0.1
S019,I00181,2024-03-18,2024-03-24,Loyalty,0.25
S019,I00010,2024-03-18,2024-03-24,Multibuy,0.2
S019,I00217,2024-03-18,2024-03-24,TPR,0.15
S019,I00201,2024-03-18,2024-03-24,Loyalty,0.3
S019,I00020,2024-03-18,2024-03-24,Multibuy,0.2
S019,I00095,2024-03-25,2024-03-31,TPR,0.15
S019,I00125,2024-03-25,2024-03-31,TPR,0.3
S019,I00191,2024-03-25,2024-03-31,Multibuy,0.2
S019,I00151,2024-03-25,2024-03-31,TPR,0.3
S019,I00059,2024-03-25,2024-03-31,Multibuy,0.2
S019,I00136,2024-03-25,2024-03-31,TPR,0.3
S019,I00148,2024-03-25,2024-03-31,TPR,0.35
S019,I00085,2024-03-25,2024-03-31,TPR,0.15
S019,I00115,2024-03-25,2024-03-31,TPR,0.25
S019,I00082,2024-03-25,2024-03-31,Seasonal,0.15
S019,I00049,2024-03-25,2024-03-31,TPR,0.25
S019,I00088,2024-03-25,2024-03-31,Multibuy,0.35
S019,I00132,2024-03-25,2024-03-31,Loyalty,0.25
S019,I00158,2024-03-25,2024-03-31,TPR,0.25
S019,I00179,2024-03-25,2024-03-31,Seasonal,0.3
S019,I00157,2024-04-01,2024-04-07,TPR,0.15
S019,I00055,2024-04-01,2024-04-07,Multibuy,0.3
S019,I00198,2024-04-01,2024-04-07,Seasonal,0.3
S019,I00141,2024-04-01,2024-04-07,TPR,0.1
S019,I00101,2024-04-01,2024-04-07,Seasonal,0.2
S019,I00003,2024-04-01,2024-04-07,Multibuy,0.1
S019,I00053,2024-04-01,2024-04-07,Multibuy,0.1
S019,I00181,2024-04-01,2024-04-07,TPR,0.1
S019,I00199,2024-04-01,2024-04-07,TPR,0.25
S019,I00148,2024-04-01,2024-04-07,Multibuy,0.2
S019,I00021,2024-04-01,2024-04-07,TPR,0.2
S019,I00142,2024-04-01,2024-04-07,Multibuy,0.15
S019,I00056,2024-04-01,2024-04-07,TPR,0.1
S019,I00059,2024-04-01,2024-04-07,Multibuy,0.15
S019,I00107,2024-04-01,2024-04-07,Multibuy,0.15
S019,I00179,2024-04-08,2024-04-14,TPR,0.35
S019,I00049,2024-04-08,2024-04-14,Loyalty,0.35
S019,I00032,2024-04-08,2024-04-14,TPR,0.2
S019,I00142,2024-04-08,2024-04-14,TPR,0.2
S019,I00002,2024-04-08,2024-04-14,TPR,0.15
S019,I00169,2024-04-08,2024-04-14,TPR,0.2
S019,I00031,2024-04-08,2024-04-14,TPR,0.3
S019,I00038,2024-04-08,2024-04-14,Multibuy,0.2
S019,I00184,2024-04-08,2024-04-14,TPR,0.3
S019,I00119,2024-04-08,2024-04-14,Loyalty,0.2
S019,I00037,2024-04-08,2024-04-14,TPR,0.25
S019,I00045,2024-04-08,2024-04-14,TPR,0.25
S019,I00023,2024-04-08,2024-04-14,Multibuy,0.15
S019,I00041,2024-04-08,2024-04-14,Loyalty,0.3
S019,I00030,2024-04-08,2024-04-14,TPR,0.2
S019,I00027,2024-04-15,2024-04-21,TPR,0.25
S019,I00050,2024-04-15,2024-04-21,TPR,0.15
S019,I00106,2024-04-15,2024-04-21,Loyalty,0.2
S019,I00131,2024-04-15,2024-04-21,TPR,0.1
S019,I00081,2024-04-15,2024-04-21,TPR,0.35
S019,I00172,2024-04-15,2024-04-21,Loyalty,0.25
S019,I00213,2024-04-15,2024-04-21,TPR,0.25
S019,I00181,2024-04-15,2024-04-21,TPR,0.25
S019,I00011,2024-04-15,2024-04-21,Multibuy,0.15
S019,I00159,2024-04-15,2024-04-21,TPR,0.2
S019,I00127,2024-04-15,2024-04-21,TPR,0.2
S019,I00069,2024-04-15,2024-04-21,TPR,0.3
S019,I00128,2024-04-15,2024-04-21,Seasonal,0.1
S019,I00009,2024-04-15,2024-04-21,TPR,0.15
S019,I00160,2024-04-15,2024-04-21,TPR,0.3
S019,I00179,2024-04-22,2024-04-28,Multibuy,0.2
S019,I00105,2024-04-22,2024-04-28,TPR,0.35
S019,I00199,2024-04-22,2024-04-28,TPR,0.25
S019,I00197,2024-04-22,2024-04-28,TPR,0.2
S019,I00117,2024-04-22,2024-04-28,Seasonal,0.25
S019,I00043,2024-04-22,2024-04-28,Multibuy,0.25
S019,I00012,2024-04-22,2024-04-28,TPR,0.1
S019,I00166,2024-04-22,2024-04-28,TPR,0.3
S019,I00045,2024-04-22,2024-04-28,TPR,0.3
S019,I00212,2024-04-22,2024-04-28,Multibuy,0.15
S019,I00041,2024-04-22,2024-04-28,Seasonal,0.1
S019,I00132,2024-04-22,2024-04-28,TPR,0.25
S019,I00074,2024-04-22,2024-04-28,Loyalty,0.3
S019,I00015,2024-04-22,2024-04-28,Loyalty,0.2
S019,I00026,2024-04-22,2024-04-28,Multibuy,0.25
S019,I00189,2024-04-29,2024-05-05,Seasonal,0.15
S019,I00081,2024-04-29,2024-05-05,TPR,0.3
S019,I00159,2024-04-29,2024-05-05,Loyalty,0.2
S019,I00049,2024-04-29,2024-05-05,Loyalty,0.35
S019,I00095,2024-04-29,2024-05-05,TPR,0.3
S019,I00024,2024-04-29,2024-05-05,TPR,0.25
S019,I00121,2024-04-29,2024-05-05,TPR,0.15
S019,I00040,2024-04-29,2024-05-05,Seasonal,0.15
S019,I00039,2024-04-29,2024-05-05,TPR,0.3
S019,I00055,2024-04-29,2024-05-05,TPR,0.1
S019,I00085,2024-04-29,2024-05-05,TPR,0.1
S019,I00193,2024-04-29,2024-05-05,TPR,0.3
S019,I00123,2024-04-29,2024-05-05,Multibuy,0.3
S019,I00061,2024-04-29,2024-05-05,TPR,0.3
S019,I00034,2024-04-29,2024-05-05,Loyalty,0.25
S019,I00193,2024-05-06,2024-05-12,TPR,0.25
S019,I00075,2024-05-06,2024-05-12,Multibuy,0.1
S019,I00033,2024-05-06,2024-05-12,Loyalty,0.15
S019,I00110,2024-05-06,2024-05-12,TPR,0.2
S019,I00004,2024-05-06,2024-05-12,TPR,0.3
S019,I00028,2024-05-06,2024-05-12,TPR,0.1
S019,I00217,2024-05-06,2024-05-12,Multibuy,0.2
S019,I00215,2024-05-06,2024-05-12,TPR,0.3
S019,I00077,2024-05-06,2024-05-12,Multibuy,0.1
S019,I00195,2024-05-06,2024-05-12,TPR,0.1
S019,I00034,2024-05-06,2024-05-12,TPR,0.2
S019,I00174,2024-05-06,2024-05-12,Loyalty,0.1
S019,I00078,2024-05-06,2024-05-12,TPR,0.1
S019,I00156,2024-05-06,2024-05-12,Loyalty,0.15
S019,I00129,2024-05-06,2024-05-12,Multibuy,0.2
S019,I00013,2024-05-13,2024-05-19,TPR,0.25
S019,I00001,2024-05-13,2024-05-19,Multibuy,0.15
S019,I00205,2024-05-13,2024-05-19,Multibuy,0.3
S019,I00070,2024-05-13,2024-05-19,Multibuy,0.15
S019,I00197,2024-05-13,2024-05-19,TPR,0.3
S019,I00152,2024-05-13,2024-05-19,TPR,0.1
S019,I00107,2024-05-13,2024-05-19,TPR,0.15
S019,I00037,2024-05-13,2024-05-19,TPR,0.2
S019,I00127,2024-05-13,2024-05-19,TPR,0.2
S019,I00093,2024-05-13,2024-05-19,TPR,0.15
S019,I00082,2024-05-13,2024-05-19,Multibuy,0.15
S019,I00056,2024-05-13,2024-05-19,TPR,0.2
S019,I00023,2024-05-13,2024-05-19,TPR,0.1
S019,I00095,2024-05-13,2024-05-19,TPR,0.2
S019,I00124,2024-05-13,2024-05-19,Multibuy,0.1
S019,I00032,2024-05-20,2024-05-26,Loyalty,0.2
S019,I00048,2024-05-20,2024-05-26,Multibuy,0.15
S019,I00111,2024-05-20,2024-05-26,TPR,0.25
S019,I00163,2024-05-20,2024-05-26,Loyalty,0.2
S019,I00090,2024-05-20,2024-05-26,Multibuy,0.25
S019,I00108,2024-05-20,2024-05-26,Multibuy,0.2
S019,I00202,2024-05-20,2024-05-26,Multibuy,0.25
S019,I00014,2024-05-20,2024-05-26,TPR,0.1
S019,I00015,2024-05-20,2024-05-26,TPR,0.15
S019,I00038,2024-05-20,2024-05-26,TPR,0.25
S019,I00126,2024-05-20,2024-05-26,Multibuy,0.3
S019,I00024,2024-05-20,2024-05-26,TPR,0.1
S019,I00059,2024-05-20,2024-05-26,TPR,0.25
S019,I00210,2024-05-20,2024-05-26,TPR,0.15
S019,I00103,2024-05-20,2024-05-26,Multibuy,0.3
S019,I00147,2024-05-27,2024-06-02,Seasonal,0.25
S019,I00093,2024-05-27,2024-06-02,Multibuy,0.1
S019,I00148,2024-05-27,2024-06-02,Multibuy,0.15
S019,I00210,2024-05-27,2024-06-02,TPR,0.25
S019,I00103,2024-05-27,2024-06-02,TPR,0.3
S019,I00154,2024-05-27,2024-06-02,TPR,0.1
S019,I00062,2024-05-27,2024-06-02,Seasonal,0.1
S019,I00131,2024-05-27,2024-06-02,Multibuy,0.3
S019,I00125,2024-05-27,2024-06-02,TPR,0.15
S019,I00105,2024-05-27,2024-06-02,Multibuy,0.2
S019,I00081,2024-05-27,2024-06-02,Multibuy,0.35
S019,I00212,2024-05-27,2024-06-02,Seasonal,0.25
S019,I00099,2024-05-27,2024-06-02,Multibuy,0.1
S019,I00063,2024-05-27,2024-06-02,Loyalty,0.35
S019,I00069,2024-05-27,2024-06-02,Loyalty,0.15
S019,I00003,2024-06-03,2024-06-09,TPR,0.1
S019,I00131,2024-06-03,2024-06-09,TPR,0.1
S019,I00212,2024-06-03,2024-06-09,Loyalty,0.15
S019,I00155,2024-06-03,2024-06-09,Multibuy,0.25
S019,I00171,2024-06-03,2024-06-09,TPR,0.25
S019,I00050,2024-06-03,2024-06-09,TPR,0.3
S019,I00087,2024-06-03,2024-06-09,Multibuy,0.2
S019,I00004,2024-06-03,2024-06-09,Seasonal,0.1
S019,I00120,2024-06-03,2024-06-09,TPR,0.1
S019,I00044,2024-06-03,2024-06-09,TPR,0.15
S019,I00182,2024-06-03,2024-06-09,TPR,0.2
S019,I00024,2024-06-03,2024-06-09,TPR,0.15
S019,I00053,2024-06-03,2024-06-09,Multibuy,0.25
S019,I00010,2024-06-03,2024-06-09,TPR,0.25
S019,I00191,2024-06-03,2024-06-09,TPR,0.2
S019,I00063,2024-06-10,2024-06-16,TPR,0.2
S019,I00010,2024-06-10,2024-06-16,Multibuy,0.15
S019,I00130,2024-06-10,2024-06-16,TPR,0.1
S019,I00149,2024-06-10,2024-06-16,Seasonal,0.25
S019,I00124,2024-06-10,2024-06-16,TPR,0.35
S019,I00033,2024-06-10,2024-06-16,TPR,0.1
S019,I00158,2024-06-10,2024-06-16,Multibuy,0.2
S019,I00157,2024-06-10,2024-06-16,TPR,0.15
S019,I00152,2024-06-10,2024-06-16,Loyalty,0.15
S019,I00114,2024-06-10,2024-06-16,Loyalty,0.15
S019,I00005,2024-06-10,2024-06-16,TPR,0.1
S019,I00160,2024-06-10,2024-06-16,Seasonal,0.35
S019,I00143,2024-06-10,2024-06-16,Multibuy,0.2
S019,I00024,2024-06-10,2024-06-16,Multibuy,0.2
S019,I00097,2024-06-10,2024-06-16,TPR,0.2
S019,I00118,2024-06-17,2024-06-23,Loyalty,0.15
S019,I00041,2024-06-17,2024-06-23,TPR,0.15
S019,I00086,2024-06-17,2024-06-23,TPR,0.1
S019,I00055,2024-06-17,2024-06-23,Loyalty,0.2
S019,I00191,2024-06-17,2024-06-23,Loyalty,0.15
S019,I00196,2024-06-17,2024-06-23,TPR,0.2
S019,I00009,2024-06-17,2024-06-23,TPR,0.2
S019,I00183,2024-06-17,2024-06-23,TPR,0.1
S019,I00220,2024-06-17,2024-06-23,Multibuy,0.2
S019,I00018,2024-06-17,2024-06-23,Loyalty,0.2
S019,I00083,2024-06-17,2024-06-23,Multibuy,0.3
S019,I00154,2024-06-17,2024-06-23,Seasonal,0.15
S019,I00149,2024-06-17,2024-06-23,TPR,0.25
S019,I00047,2024-06-17,2024-06-23,TPR,0.3
S019,I00063,2024-06-17,2024-06-23,TPR,0.25
S019,I00089,2024-06-24,2024-06-30,Multibuy,0.25
S019,I00014,2024-06-24,2024-06-30,Loyalty,0.2
S019,I00084,2024-06-24,2024-06-30,TPR,0.1
S019,I00153,2024-06-24,2024-06-30,TPR,0.2
S019,I00002,2024-06-24,2024-06-30,Seasonal,0.1
S019,I00185,2024-06-24,2024-06-30,TPR,0.1
S019,I00026,2024-06-24,2024-06-30,Multibuy,0.2
S019,I00054,2024-06-24,2024-06-30,Loyalty,0.15
S019,I00217,2024-06-24,2024-06-30,Loyalty,0.15
S019,I00121,2024-06-24,2024-06-30,TPR,0.25
S019,I00085,2024-06-24,2024-06-30,Loyalty,0.2
S019,I00126,2024-06-24,2024-06-30,TPR,0.2
S019,I00074,2024-06-24,2024-06-30,Loyalty,0.25
S019,I00024,2024-06-24,2024-06-30,Loyalty,0.25
S019,I00030,2024-06-24,2024-06-30,Multibuy,0.25
S019,I00116,2024-07-01,2024-07-07,TPR,0.25
S019,I00023,2024-07-01,2024-07-07,TPR,0.1
S019,I00037,2024-07-01,2024-07-07,Multibuy,0.15
S019,I00192,2024-07-01,2024-07-07,Loyalty,0.15
S019,I00207,2024-07-01,2024-07-07,TPR,0.35
S019,I00195,2024-07-01,2024-07-07,Seasonal,0.25
S019,I00095,2024-07-01,2024-07-07,TPR,0.15
S019,I00169,2024-07-01,2024-07-07,TPR,0.15
S019,I00174,2024-07-01,2024-07-07,Loyalty,0.3
S019,I00171,2024-07-01,2024-07-07,Seasonal,0.15
S019,I00101,2024-07-01,2024-07-07,TPR,0.25
S019,I00148,2024-07-01,2024-07-07,TPR,0.25
S019,I00138,2024-07-01,2024-07-07,TPR,0.3
S019,I00057,2024-07-01,2024-07-07,TPR,0.25
S019,I00163,2024-07-01,2024-07-07,TPR,0.2
S019,I00042,2024-07-08,2024-07-14,TPR,0.25
S019,I00083,2024-07-08,2024-07-14,TPR,0.2
S019,I00167,2024-07-08,2024-07-14,Seasonal,0.1
S019,I00104,2024-07-08,2024-07-14,Multibuy,0.25
S019,I00203,2024-07-08,2024-07-14,Loyalty,0.1
S019,I00125,2024-07-08,2024-07-14,Multibuy,0.15
S019,I00127,2024-07-08,2024-07-14,TPR,0.2
S019,I00031,2024-07-08,2024-07-14,Loyalty,0.3
S019,I00179,2024-07-08,2024-07-14,Loyalty,0.15
S019,I00032,2024-07-08,2024-07-14,TPR,0.15
S019,I00117,2024-07-08,2024-07-14,TPR,0.2
S019,I00166,2024-07-08,2024-07-14,Seasonal,0.1
S019,I00109,2024-07-08,2024-07-14,Loyalty,0.15
S019,I00058,2024-07-08,2024-07-14,TPR,0.15
S019,I00189,2024-07-08,2024-07-14,Multibuy,0.3
S019,I00138,2024-07-15,2024-07-21,TPR,0.2
S019,I00111,2024-07-15,2024-07-21,TPR,0.3
S019,I00110,2024-07-15,2024-07-21,TPR,0.3
S019,I00076,2024-07-15,2024-07-21,Multibuy,0.15
S019,I00131,2024-07-15,2024-07-21,Loyalty,0.25
S019,I00020,2024-07-15,2024-07-21,Loyalty,0.1
S019,I00198,2024-07-15,2024-07-21,TPR,0.1
S019,I00210,2024-07-15,2024-07-21,TPR,0.15
S019,I00003,2024-07-15,2024-07-21,TPR,0.35
S019,I00183,2024-07-15,2024-07-21,Loyalty,0.25
S019,I00135,2024-07-15,2024-07-21,Loyalty,0.3
S019,I00200,2024-07-15,2024-07-21,Seasonal,0.15
S019,I00187,2024-07-15,2024-07-21,Seasonal,0.1
S019,I00059,2024-07-15,2024-07-21,Loyalty,0.15
S019,I00026,2024-07-15,2024-07-21,TPR,0.2
S019,I00140,2024-07-22,2024-07-28,Seasonal,0.25
S019,I00041,2024-07-22,2024-07-28,Loyalty,0.2
S019,I00012,2024-07-22,2024-07-28,TPR,0.1
S019,I00172,2024-07-22,2024-07-28,Seasonal,0.2
S019,I00119,2024-07-22,2024-07-28,Multibuy,0.2
S019,I00192,2024-07-22,2024-07-28,Seasonal,0.25
S019,I00022,2024-07-22,2024-07-28,TPR,0.1
S019,I00204,2024-07-22,2024-07-28,Loyalty,0.2
S019,I00163,2024-07-22,2024-07-28,Seasonal,0.2
S019,I00055,2024-07-22,2024-07-28,Loyalty,0.2
S019,I00130,2024-07-22,2024-07-28,Loyalty,0.1
S019,I00077,2024-07-22,2024-07-28,TPR,0.2
S019,I00056,2024-07-22,2024-07-28,TPR,0.15
S019,I00038,2024-07-22,2024-07-28,Loyalty,0.3
S019,I00066,2024-07-22,2024-07-28,Multibuy,0.25
S019,I00041,2024-07-29,2024-08-04,TPR,0.2
S019,I00139,2024-07-29,2024-08-04,TPR,0.2
S019,I00098,2024-07-29,2024-08-04,TPR,0.15
S019,I00103,2024-07-29,2024-08-04,Multibuy,0.15
S019,I00093,2024-07-29,2024-08-04,Loyalty,0.3
S019,I00007,2024-07-29,2024-08-04,TPR,0.2
S019,I00055,2024-07-29,2024-08-04,TPR,0.15
S019,I00200,2024-07-29,2024-08-04,Multibuy,0.2
S019,I00212,2024-07-29,2024-08-04,Loyalty,0.1
S019,I00203,2024-07-29,2024-08-04,TPR,0.2
S019,I00173,2024-07-29,2024-08-04,Loyalty,0.3
S019,I00138,2024-07-29,2024-08-04,Multibuy,0.2
S019,I00086,2024-07-29,2024-08-04,TPR,0.1
S019,I00079,2024-07-29,2024-08-04,Multibuy,0.3
S019,I00028,2024-07-29,2024-08-04,TPR,0.25
S019,I00118,2024-08-05,2024-08-11,Seasonal,0.15
